Game_ID,Season,Week,SeasonWeek_ID,gameDate,FavoredTeam_ID,Underdog_ID,Fav_Implied_Win_P,UndD_Implied_Win_P,Winner_ID
78,0,4,0.4,01/29/0001,Q,F,79,21,F
79,0,4,0.4,01/29/0001,B,R,81,19,B
80,0,4,0.4,01/29/0001,W,C,100,0,W
81,0,4,0.4,01/29/0001,U,O,97,3,U
82,0,4,0.4,01/29/0001,G,H,74,26,H
83,0,4,0.4,01/29/0001,V,F,72,28,V
84,0,4,0.4,01/29/0001,P,C,59,41,P
85,0,5,0.5,02/05/0001,Z,K,92,8,Z
86,0,5,0.5,02/05/0001,D,K,91,9,D
87,0,5,0.5,02/05/0001,C,H,72,28,H
88,0,5,0.5,02/05/0001,O,X,88,12,O
89,0,5,0.5,02/05/0001,V,F,53,47,V
90,0,5,0.5,02/05/0001,W,M,80,20,W
91,0,5,0.5,02/05/0001,I,R,89,11,I
92,0,5,0.5,02/05/0001,F,Z,99,1,F
93,0,5,0.5,02/05/0001,U,E,97,3,U
94,0,5,0.5,02/05/0001,V,L,53,47,L
95,0,5,0.5,02/05/0001,Y,G,89,11,Y
96,0,5,0.5,02/05/0001,S,V,71,29,S
97,0,5,0.5,02/05/0001,R,B,64,36,R
98,0,5,0.5,02/05/0001,J,M,99,1,J
99,0,5,0.5,02/05/0001,G,A,74,26,G
100,0,5,0.5,02/05/0001,F,V,87,13,F
101,0,5,0.5,02/05/0001,S,Y,68,32,S
102,0,6,0.6,02/12/0001,O,Q,70,30,O
103,0,6,0.6,02/12/0001,S,T,54,46,T
104,0,6,0.6,02/12/0001,O,A,92,8,A
105,0,6,0.6,02/12/0001,F,I,94,6,I
106,0,6,0.6,02/12/0001,F,J,74,26,F
107,0,6,0.6,02/12/0001,B,I,84,16,I
108,0,6,0.6,02/12/0001,N,Y,81,19,N
109,0,6,0.6,02/12/0001,J,Z,57,43,Z
110,0,6,0.6,02/12/0001,O,R,86,14,O
111,0,6,0.6,02/12/0001,U,M,81,19,M
112,0,6,0.6,02/12/0001,Z,S,92,8,Z
113,0,6,0.6,02/12/0001,D,Z,59,41,Z
114,0,6,0.6,02/12/0001,U,M,60,40,M
115,0,6,0.6,02/12/0001,D,K,68,32,D
116,0,6,0.6,02/12/0001,W,S,51,49,S
117,0,6,0.6,02/12/0001,H,F,69,31,H
118,0,6,0.6,02/12/0001,I,C,60,40,C
119,0,7,0.7,02/19/0001,F,S,68,32,F
120,0,7,0.7,02/19/0001,L,R,57,43,L
121,0,7,0.7,02/19/0001,U,P,79,21,U
122,0,7,0.7,02/19/0001,I,C,58,42,I
123,0,7,0.7,02/19/0001,C,Z,63,37,C
124,0,7,0.7,02/19/0001,U,F,98,2,U
125,0,7,0.7,02/19/0001,K,L,73,27,K
126,0,7,0.7,02/19/0001,E,O,55,45,E
127,0,7,0.7,02/19/0001,M,A,63,37,M
128,0,7,0.7,02/19/0001,Y,F,70,30,F
129,0,7,0.7,02/19/0001,W,B,93,7,W
130,0,7,0.7,02/19/0001,A,S,64,36,A
131,0,7,0.7,02/19/0001,D,O,53,47,O
132,0,7,0.7,02/19/0001,A,I,92,8,A
133,0,7,0.7,02/19/0001,A,Q,65,35,A
134,0,7,0.7,02/19/0001,V,A,96,4,V
135,0,7,0.7,02/19/0001,M,E,55,45,E
136,0,8,0.8,02/26/0001,C,S,62,38,C
137,0,8,0.8,02/26/0001,U,O,68,32,U
138,0,8,0.8,02/26/0001,V,R,96,4,V
139,0,8,0.8,02/26/0001,F,D,91,9,F
140,0,8,0.8,02/26/0001,B,Q,61,39,Q
141,0,8,0.8,02/26/0001,R,F,99,1,R
142,0,8,0.8,02/26/0001,G,K,89,11,G
143,0,8,0.8,02/26/0001,H,Q,57,43,H
144,0,8,0.8,02/26/0001,L,H,57,43,H
145,0,8,0.8,02/26/0001,W,K,53,47,W
146,0,8,0.8,02/26/0001,Q,F,59,41,Q
147,0,8,0.8,02/26/0001,T,I,75,25,T
148,0,8,0.8,02/26/0001,V,K,93,7,V
149,0,8,0.8,02/26/0001,T,F,67,33,T
150,0,8,0.8,02/26/0001,H,W,77,23,W
151,0,8,0.8,02/26/0001,F,D,69,31,F
152,0,8,0.8,02/26/0001,U,R,57,43,U
153,0,9,0.9,03/05/0001,A,R,72,28,A
154,0,9,0.9,03/05/0001,Z,M,84,16,Z
155,0,9,0.9,03/05/0001,I,Z,95,5,Z
156,0,9,0.9,03/05/0001,X,Q,53,47,Q
157,0,9,0.9,03/05/0001,G,Z,99,1,G
158,0,9,0.9,03/05/0001,G,I,64,36,G
159,0,9,0.9,03/05/0001,G,X,75,25,G
160,0,9,0.9,03/05/0001,X,U,95,5,X
161,0,9,0.9,03/05/0001,E,X,74,26,E
162,0,9,0.9,03/05/0001,X,S,77,23,S
163,0,9,0.9,03/05/0001,N,C,59,41,C
164,0,9,0.9,03/05/0001,K,Y,88,12,Y
165,0,9,0.9,03/05/0001,S,L,55,45,L
166,0,9,0.9,03/05/0001,E,J,73,27,E
167,0,9,0.9,03/05/0001,P,M,65,35,P
168,0,9,0.9,03/05/0001,R,V,81,19,R
169,0,9,0.9,03/05/0001,Z,B,75,25,Z
170,0,10,0.10,03/12/0001,P,Q,59,41,Q
171,0,10,0.10,03/12/0001,M,Y,95,5,M
172,0,10,0.10,03/12/0001,H,T,85,15,H
173,0,10,0.10,03/12/0001,O,T,56,44,T
174,0,10,0.10,03/12/0001,K,M,91,9,K
175,0,10,0.10,03/12/0001,D,T,81,19,D
176,0,10,0.10,03/12/0001,W,N,75,25,N
177,0,10,0.10,03/12/0001,C,G,74,26,C
178,0,10,0.10,03/12/0001,N,W,83,17,N
179,0,10,0.10,03/12/0001,I,Y,92,8,I
180,0,10,0.10,03/12/0001,P,W,76,24,P
181,0,10,0.10,03/12/0001,O,T,65,35,O
182,0,10,0.10,03/12/0001,I,X,100,0,I
183,0,10,0.10,03/12/0001,W,K,98,2,W
184,0,10,0.10,03/12/0001,L,M,64,36,M
185,0,10,0.10,03/12/0001,Y,E,88,12,Y
186,0,10,0.10,03/12/0001,L,O,86,14,O
187,0,11,0.11,03/19/0001,F,G,56,44,F
188,0,11,0.11,03/19/0001,I,Q,60,40,I
189,0,11,0.11,03/19/0001,J,Q,89,11,J
190,0,11,0.11,03/19/0001,K,Z,74,26,K
191,0,11,0.11,03/19/0001,S,H,88,12,S
192,0,11,0.11,03/19/0001,T,Y,69,31,T
193,0,11,0.11,03/19/0001,V,M,70,30,M
194,0,11,0.11,03/19/0001,G,H,91,9,H
195,0,11,0.11,03/19/0001,H,G,54,46,G
196,0,11,0.11,03/19/0001,X,Y,82,18,X
197,0,11,0.11,03/19/0001,F,A,91,9,F
198,0,11,0.11,03/19/0001,U,H,91,9,U
199,0,11,0.11,03/19/0001,K,X,85,15,K
200,0,11,0.11,03/19/0001,B,F,92,8,B
201,0,11,0.11,03/19/0001,J,N,78,22,J
202,0,11,0.11,03/19/0001,G,L,63,37,G
203,0,11,0.11,03/19/0001,D,Z,62,38,Z
204,0,12,0.12,03/26/0001,Y,B,60,40,B
205,0,12,0.12,03/26/0001,O,I,93,7,O
206,0,12,0.12,03/26/0001,G,A,94,6,G
207,0,12,0.12,03/26/0001,T,O,73,27,T
208,0,12,0.12,03/26/0001,T,K,53,47,T
209,0,12,0.12,03/26/0001,V,P,73,27,V
210,0,12,0.12,03/26/0001,W,T,98,2,W
211,0,12,0.12,03/26/0001,D,Q,82,18,Q
212,0,12,0.12,03/26/0001,W,C,77,23,W
213,0,12,0.12,03/26/0001,U,F,68,32,U
214,0,12,0.12,03/26/0001,Q,R,91,9,Q
215,0,12,0.12,03/26/0001,D,R,70,30,D
216,0,12,0.12,03/26/0001,Q,Y,94,6,Q
217,0,12,0.12,03/26/0001,A,F,56,44,F
218,0,12,0.12,03/26/0001,K,Q,95,5,K
219,0,12,0.12,03/26/0001,V,F,93,7,V
220,0,12,0.12,03/26/0001,D,J,76,24,D
221,0,13,0.13,04/02/0001,G,N,81,19,G
222,0,13,0.13,04/02/0001,O,Y,95,5,O
223,0,13,0.13,04/02/0001,W,D,69,31,W
224,0,13,0.13,04/02/0001,O,P,88,12,O
225,0,13,0.13,04/02/0001,Z,X,91,9,Z
226,0,13,0.13,04/02/0001,H,T,70,30,H
227,0,13,0.13,04/02/0001,B,F,88,12,B
228,0,13,0.13,04/02/0001,M,E,95,5,M
229,0,13,0.13,04/02/0001,B,P,54,46,B
230,0,13,0.13,04/02/0001,F,M,51,49,M
231,0,13,0.13,04/02/0001,D,W,58,42,D
232,0,13,0.13,04/02/0001,S,Y,51,49,Y
233,0,13,0.13,04/02/0001,A,J,66,34,A
234,0,13,0.13,04/02/0001,Y,E,82,18,Y
235,0,13,0.13,04/02/0001,I,Q,69,31,I
236,0,13,0.13,04/02/0001,Y,O,81,19,Y
237,0,13,0.13,04/02/0001,B,Q,51,49,B
238,0,14,0.14,04/09/0001,U,T,75,25,U
239,0,14,0.14,04/09/0001,C,Z,83,17,C
240,0,14,0.14,04/09/0001,A,X,70,30,A
241,0,14,0.14,04/09/0001,F,E,61,39,F
242,0,14,0.14,04/09/0001,K,E,97,3,K
243,0,14,0.14,04/09/0001,U,V,66,34,U
244,0,14,0.14,04/09/0001,N,R,71,29,R
245,0,14,0.14,04/09/0001,B,U,80,20,B
246,0,14,0.14,04/09/0001,T,Q,71,29,T
247,0,14,0.14,04/09/0001,S,G,82,18,S
248,0,14,0.14,04/09/0001,S,I,96,4,S
249,0,14,0.14,04/09/0001,J,X,52,48,J
250,0,14,0.14,04/09/0001,C,O,84,16,C
251,0,14,0.14,04/09/0001,W,N,60,40,N
252,0,14,0.14,04/09/0001,R,E,51,49,E
253,0,14,0.14,04/09/0001,B,L,57,43,B
254,0,14,0.14,04/09/0001,J,L,88,12,J
255,0,15,0.15,04/16/0001,H,P,56,44,H
256,0,15,0.15,04/16/0001,U,O,57,43,U
257,0,15,0.15,04/16/0001,W,I,82,18,W
258,0,15,0.15,04/16/0001,S,G,68,32,S
259,0,15,0.15,04/16/0001,I,E,58,42,I
260,0,15,0.15,04/16/0001,T,P,70,30,T
261,0,15,0.15,04/16/0001,M,H,68,32,M
262,0,15,0.15,04/16/0001,T,O,56,44,O
263,0,15,0.15,04/16/0001,A,J,98,2,A
264,0,15,0.15,04/16/0001,W,L,71,29,W
265,0,15,0.15,04/16/0001,G,N,79,21,G
266,0,15,0.15,04/16/0001,W,M,78,22,W
267,0,15,0.15,04/16/0001,H,R,96,4,H
268,0,15,0.15,04/16/0001,T,V,60,40,T
269,0,15,0.15,04/16/0001,C,N,76,24,C
270,0,15,0.15,04/16/0001,P,J,68,32,P
271,0,15,0.15,04/16/0001,L,F,69,31,L
272,1,1,1.1,04/23/0001,I,R,87,13,I
273,1,1,1.1,04/23/0001,E,Z,82,18,E
274,1,1,1.1,04/23/0001,Y,J,81,19,Y
275,1,1,1.1,04/23/0001,B,A,78,22,A
276,1,1,1.1,04/23/0001,T,C,68,32,T
277,1,1,1.1,04/23/0001,N,Q,53,47,Q
278,1,1,1.1,04/23/0001,X,H,51,49,H
279,1,1,1.1,04/23/0001,Q,C,83,17,Q
280,1,1,1.1,04/23/0001,A,C,83,17,A
281,1,1,1.1,04/23/0001,K,S,81,19,K
282,1,1,1.1,04/23/0001,Q,U,54,46,U
283,1,1,1.1,04/23/0001,L,B,73,27,B
284,1,1,1.1,04/23/0001,G,V,87,13,G
285,1,1,1.1,04/23/0001,Y,H,69,31,Y
286,1,1,1.1,04/23/0001,Y,U,78,22,U
287,1,1,1.1,04/23/0001,V,F,100,0,V
288,1,1,1.1,04/23/0001,V,T,58,42,T
289,1,2,1.2,04/30/0001,M,C,69,31,M
290,1,2,1.2,04/30/0001,E,M,74,26,M
291,1,2,1.2,04/30/0001,Q,F,75,25,Q
292,1,2,1.2,04/30/0001,D,O,59,41,O
293,1,2,1.2,04/30/0001,T,C,80,20,T
294,1,2,1.2,04/30/0001,H,Z,62,38,H
295,1,2,1.2,04/30/0001,J,T,51,49,T
296,1,2,1.2,04/30/0001,R,U,79,21,R
297,1,2,1.2,04/30/0001,V,O,65,35,O
298,1,2,1.2,04/30/0001,M,I,100,0,M
299,1,2,1.2,04/30/0001,Q,L,100,0,Q
300,1,2,1.2,04/30/0001,D,V,100,0,D
301,1,2,1.2,04/30/0001,P,R,77,23,P
302,1,2,1.2,04/30/0001,Z,R,64,36,R
303,1,2,1.2,04/30/0001,Y,S,58,42,Y
304,1,2,1.2,04/30/0001,D,Y,62,38,Y
305,1,2,1.2,04/30/0001,O,S,52,48,S
306,1,3,1.3,05/07/0001,M,F,62,38,F
307,1,3,1.3,05/07/0001,H,J,55,45,H
308,1,3,1.3,05/07/0001,G,C,57,43,G
309,1,3,1.3,05/07/0001,B,P,57,43,P
310,1,3,1.3,05/07/0001,P,B,67,33,P
311,1,3,1.3,05/07/0001,J,W,57,43,W
312,1,3,1.3,05/07/0001,U,C,70,30,U
313,1,3,1.3,05/07/0001,C,N,86,14,C
314,1,3,1.3,05/07/0001,Q,B,51,49,B
315,1,3,1.3,05/07/0001,M,A,51,49,A
316,1,3,1.3,05/07/0001,L,M,98,2,L
317,1,3,1.3,05/07/0001,Z,V,96,4,Z
318,1,3,1.3,05/07/0001,H,K,55,45,H
319,1,3,1.3,05/07/0001,A,R,58,42,A
320,1,3,1.3,05/07/0001,B,T,53,47,T
321,1,3,1.3,05/07/0001,M,A,53,47,A
322,1,3,1.3,05/07/0001,U,E,93,7,U
323,1,4,1.4,05/14/0001,F,V,73,27,F
324,1,4,1.4,05/14/0001,D,O,87,13,D
325,1,4,1.4,05/14/0001,Y,D,92,8,Y
326,1,4,1.4,05/14/0001,I,B,92,8,I
327,1,4,1.4,05/14/0001,P,Z,99,1,P
328,1,4,1.4,05/14/0001,A,W,85,15,A
329,1,4,1.4,05/14/0001,S,X,81,19,S
330,1,4,1.4,05/14/0001,L,E,66,34,L
331,1,4,1.4,05/14/0001,P,F,69,31,P
332,1,4,1.4,05/14/0001,E,Z,77,23,E
333,1,4,1.4,05/14/0001,R,D,59,41,R
334,1,4,1.4,05/14/0001,A,K,57,43,K
335,1,4,1.4,05/14/0001,Q,J,68,32,Q
336,1,4,1.4,05/14/0001,L,R,87,13,L
337,1,4,1.4,05/14/0001,O,X,73,27,X
338,1,4,1.4,05/14/0001,O,A,88,12,A
339,1,4,1.4,05/14/0001,S,Z,76,24,Z
340,1,5,1.5,05/21/0001,B,K,54,46,B
341,1,5,1.5,05/21/0001,P,A,52,48,P
342,1,5,1.5,05/21/0001,Q,D,67,33,Q
343,1,5,1.5,05/21/0001,S,K,81,19,S
344,1,5,1.5,05/21/0001,K,O,66,34,K
345,1,5,1.5,05/21/0001,O,X,68,32,X
346,1,5,1.5,05/21/0001,K,X,58,42,K
347,1,5,1.5,05/21/0001,C,O,79,21,C
348,1,5,1.5,05/21/0001,O,E,59,41,O
349,1,5,1.5,05/21/0001,K,O,77,23,K
350,1,5,1.5,05/21/0001,Y,K,53,47,K
351,1,5,1.5,05/21/0001,U,S,68,32,U
352,1,5,1.5,05/21/0001,T,O,89,11,O
353,1,5,1.5,05/21/0001,K,Q,73,27,K
354,1,5,1.5,05/21/0001,R,B,91,9,R
355,1,5,1.5,05/21/0001,O,P,60,40,P
356,1,5,1.5,05/21/0001,E,A,74,26,A
357,1,6,1.6,05/28/0001,O,C,65,35,O
358,1,6,1.6,05/28/0001,C,B,79,21,C
359,1,6,1.6,05/28/0001,L,E,80,20,L
360,1,6,1.6,05/28/0001,V,J,74,26,J
361,1,6,1.6,05/28/0001,K,M,60,40,K
362,1,6,1.6,05/28/0001,Y,F,59,41,F
363,1,6,1.6,05/28/0001,P,E,95,5,P
364,1,6,1.6,05/28/0001,V,G,56,44,V
365,1,6,1.6,05/28/0001,Q,M,100,0,Q
366,1,6,1.6,05/28/0001,M,S,57,43,S
367,1,6,1.6,05/28/0001,O,D,100,0,O
368,1,6,1.6,05/28/0001,A,I,96,4,A
369,1,6,1.6,05/28/0001,W,Y,90,10,W
370,1,6,1.6,05/28/0001,C,X,77,23,C
371,1,6,1.6,05/28/0001,J,G,83,17,G
372,1,6,1.6,05/28/0001,M,C,76,24,M
373,1,6,1.6,05/28/0001,Y,W,92,8,Y
374,1,7,1.7,06/04/0001,F,K,95,5,F
375,1,7,1.7,06/04/0001,W,Q,66,34,W
376,1,7,1.7,06/04/0001,Q,K,53,47,K
377,1,7,1.7,06/04/0001,Y,L,54,46,Y
378,1,7,1.7,06/04/0001,Q,W,81,19,Q
379,1,7,1.7,06/04/0001,R,O,61,39,R
380,1,7,1.7,06/04/0001,X,J,64,36,X
381,1,7,1.7,06/04/0001,H,O,81,19,H
382,1,7,1.7,06/04/0001,M,V,82,18,M
383,1,7,1.7,06/04/0001,X,M,65,35,M
384,1,7,1.7,06/04/0001,L,C,100,0,L
385,1,7,1.7,06/04/0001,L,X,84,16,X
386,1,7,1.7,06/04/0001,T,N,89,11,T
387,1,7,1.7,06/04/0001,U,E,97,3,U
388,1,7,1.7,06/04/0001,F,M,96,4,F
389,1,7,1.7,06/04/0001,X,B,78,22,X
390,1,7,1.7,06/04/0001,K,Y,82,18,Y
391,1,8,1.8,06/11/0001,A,M,64,36,M
392,1,8,1.8,06/11/0001,Y,O,100,0,Y
393,1,8,1.8,06/11/0001,Q,X,61,39,Q
394,1,8,1.8,06/11/0001,N,C,57,43,C
395,1,8,1.8,06/11/0001,Z,C,56,44,C
396,1,8,1.8,06/11/0001,Q,Y,63,37,Q
397,1,8,1.8,06/11/0001,W,X,61,39,W
398,1,8,1.8,06/11/0001,P,C,75,25,P
399,1,8,1.8,06/11/0001,N,F,95,5,N
400,1,8,1.8,06/11/0001,C,V,97,3,C
401,1,8,1.8,06/11/0001,J,L,61,39,J
402,1,8,1.8,06/11/0001,X,D,77,23,X
403,1,8,1.8,06/11/0001,V,S,68,32,S
404,1,8,1.8,06/11/0001,U,M,75,25,U
405,1,8,1.8,06/11/0001,X,D,85,15,D
406,1,8,1.8,06/11/0001,Y,O,58,42,O
407,1,8,1.8,06/11/0001,H,S,89,11,H
408,1,9,1.9,06/18/0001,O,K,92,8,O
409,1,9,1.9,06/18/0001,A,Z,54,46,A
410,1,9,1.9,06/18/0001,C,U,96,4,C
411,1,9,1.9,06/18/0001,I,H,84,16,I
412,1,9,1.9,06/18/0001,X,A,77,23,X
413,1,9,1.9,06/18/0001,F,R,89,11,F
414,1,9,1.9,06/18/0001,T,Q,79,21,Q
415,1,9,1.9,06/18/0001,G,E,91,9,G
416,1,9,1.9,06/18/0001,S,P,54,46,S
417,1,9,1.9,06/18/0001,C,V,72,28,V
418,1,9,1.9,06/18/0001,B,P,52,48,B
419,1,9,1.9,06/18/0001,K,A,76,24,K
420,1,9,1.9,06/18/0001,H,L,98,2,H
421,1,9,1.9,06/18/0001,M,K,83,17,M
422,1,9,1.9,06/18/0001,M,P,90,10,M
423,1,9,1.9,06/18/0001,G,A,55,45,A
424,1,9,1.9,06/18/0001,J,Z,100,0,Z
425,1,10,1.10,06/25/0001,G,O,80,20,O
426,1,10,1.10,06/25/0001,Z,L,96,4,Z
427,1,10,1.10,06/25/0001,F,K,89,11,F
428,1,10,1.10,06/25/0001,X,C,57,43,X
429,1,10,1.10,06/25/0001,Q,Y,57,43,Q
430,1,10,1.10,06/25/0001,K,C,72,28,K
431,1,10,1.10,06/25/0001,F,L,58,42,L
432,1,10,1.10,06/25/0001,V,A,95,5,V
433,1,10,1.10,06/25/0001,Z,K,82,18,K
434,1,10,1.10,06/25/0001,T,I,100,0,T
435,1,10,1.10,06/25/0001,S,W,73,27,S
436,1,10,1.10,06/25/0001,R,C,59,41,C
437,1,10,1.10,06/25/0001,L,V,88,12,L
438,1,10,1.10,06/25/0001,Z,O,53,47,Z
439,1,10,1.10,06/25/0001,P,Y,77,23,P
440,1,10,1.10,06/25/0001,J,Q,94,6,J
441,1,10,1.10,06/25/0001,U,B,69,31,U
442,1,11,1.11,07/02/0001,S,H,67,33,S
443,1,11,1.11,07/02/0001,K,X,91,9,K
444,1,11,1.11,07/02/0001,B,T,96,4,B
445,1,11,1.11,07/02/0001,T,N,99,1,T
446,1,11,1.11,07/02/0001,V,S,81,19,V
447,1,11,1.11,07/02/0001,G,I,96,4,G
448,1,11,1.11,07/02/0001,U,Z,52,48,Z
449,1,11,1.11,07/02/0001,Z,Q,65,35,Q
450,1,11,1.11,07/02/0001,B,G,91,9,B
451,1,11,1.11,07/02/0001,H,E,75,25,H
452,1,11,1.11,07/02/0001,T,J,94,6,T
453,1,11,1.11,07/02/0001,U,R,98,2,U
454,1,11,1.11,07/02/0001,O,P,95,5,O
455,1,11,1.11,07/02/0001,F,U,85,15,F
456,1,11,1.11,07/02/0001,R,Y,51,49,Y
457,1,11,1.11,07/02/0001,U,D,69,31,U
458,1,11,1.11,07/02/0001,J,W,60,40,W
459,1,12,1.12,07/09/0001,D,Q,80,20,D
460,1,12,1.12,07/09/0001,H,L,77,23,H
461,1,12,1.12,07/09/0001,S,A,85,15,S
462,1,12,1.12,07/09/0001,N,P,76,24,N
463,1,12,1.12,07/09/0001,C,J,59,41,J
464,1,12,1.12,07/09/0001,M,O,93,7,M
465,1,12,1.12,07/09/0001,M,R,100,0,M
466,1,12,1.12,07/09/0001,I,S,100,0,I
467,1,12,1.12,07/09/0001,M,K,61,39,K
468,1,12,1.12,07/09/0001,H,D,74,26,H
469,1,12,1.12,07/09/0001,F,D,91,9,F
470,1,12,1.12,07/09/0001,S,W,93,7,S
471,1,12,1.12,07/09/0001,I,F,57,43,I
472,1,12,1.12,07/09/0001,D,G,91,9,D
473,1,12,1.12,07/09/0001,Z,V,77,23,Z
474,1,12,1.12,07/09/0001,L,W,62,38,W
475,1,12,1.12,07/09/0001,G,D,96,4,G
476,1,13,1.13,07/16/0001,H,G,80,20,H
477,1,13,1.13,07/16/0001,M,I,81,19,I
478,1,13,1.13,07/16/0001,Y,A,79,21,Y
479,1,13,1.13,07/16/0001,S,D,90,10,S
480,1,13,1.13,07/16/0001,D,S,55,45,D
481,1,13,1.13,07/16/0001,L,H,79,21,L
482,1,13,1.13,07/16/0001,C,B,64,36,C
483,1,13,1.13,07/16/0001,R,J,56,44,J
484,1,13,1.13,07/16/0001,R,B,98,2,R
485,1,13,1.13,07/16/0001,G,V,89,11,G
486,1,13,1.13,07/16/0001,W,Y,71,29,W
487,1,13,1.13,07/16/0001,P,O,82,18,P
488,1,13,1.13,07/16/0001,Z,F,52,48,F
489,1,13,1.13,07/16/0001,F,W,64,36,F
490,1,13,1.13,07/16/0001,R,U,87,13,R
491,1,13,1.13,07/16/0001,M,V,78,22,V
492,1,13,1.13,07/16/0001,W,T,56,44,T
493,1,14,1.14,07/23/0001,T,Y,83,17,Y
494,1,14,1.14,07/23/0001,G,N,75,25,G
495,1,14,1.14,07/23/0001,A,N,73,27,N
496,1,14,1.14,07/23/0001,R,J,87,13,J
497,1,14,1.14,07/23/0001,B,I,81,19,I
498,1,14,1.14,07/23/0001,J,R,91,9,J
499,1,14,1.14,07/23/0001,Y,O,98,2,Y
500,1,14,1.14,07/23/0001,J,Y,55,45,Y
501,1,14,1.14,07/23/0001,A,W,98,2,A
502,1,14,1.14,07/23/0001,L,E,87,13,L
503,1,14,1.14,07/23/0001,P,L,100,0,P
504,1,14,1.14,07/23/0001,E,A,84,16,A
